train_mae,valid_mae,train_rmse,valid_rmse,n_estimators,max_depth,min_samples,max_features,warm_start
1.4120088584867045,1.9330491892648327,2.488218031817623,3.723691351235798,10,15,20,6,True
1.4120088584867045,1.9330491892648327,2.488218031817623,3.723691351235798,10,15,20,6,False
1.3819667688786477,1.937254769140315,2.4459254264073342,3.775240808670105,10,15,20,8,True
1.3819667688786477,1.937254769140315,2.4459254264073342,3.775240808670105,10,15,20,8,False
1.374968872370021,1.938672703378099,2.4389162408495477,3.7581805626738496,10,15,20,10,True
1.374968872370021,1.938672703378099,2.4389162408495477,3.7581805626738496,10,15,20,10,False
0.9343441978398358,1.9393524443012549,1.668831108558025,3.655318355363992,10,20,2,2,True
0.9343441978398358,1.9393524443012549,1.668831108558025,3.655318355363992,10,20,2,2,False
0.8226140754283915,1.88925585937168,1.507308371357858,3.6967400303704303,10,20,2,4,True
0.8226140754283915,1.88925585937168,1.507308371357858,3.6967400303704303,10,20,2,4,False
0.8021307582258712,1.9038227667609318,1.4994000684873512,3.6628898459075994,10,20,2,6,True
0.8021307582258712,1.9038227667609318,1.4994000684873512,3.6628898459075994,10,20,2,6,False
0.7966250397141389,1.8839422772471623,1.4954487405949834,3.6628207850128223,10,20,2,8,True
0.7966250397141389,1.8839422772471623,1.4954487405949834,3.6628207850128223,10,20,2,8,False
0.7881300428500368,1.9368787941037855,1.4817244228188564,3.8049828710750653,10,20,2,10,True
0.7881300428500368,1.9368787941037855,1.4817244228188564,3.8049828710750653,10,20,2,10,False
1.1048945453302532,1.9712959304181064,1.9541508058239236,3.677670763296966,10,20,5,2,True
1.1048945453302532,1.9712959304181064,1.9541508058239236,3.677670763296966,10,20,5,2,False
0.9550406435096965,1.8795969853012342,1.7679854769807213,3.6773760472017396,10,20,5,4,True
0.9550406435096965,1.8795969853012342,1.7679854769807213,3.6773760472017396,10,20,5,4,False
0.9145008762306635,1.8550066489009347,1.7234638255776045,3.6321786255153543,10,20,5,6,True
0.9145008762306635,1.8550066489009347,1.7234638255776045,3.6321786255153543,10,20,5,6,False
0.9016504077375215,1.8773640980788215,1.7012600279294563,3.7091656822580394,10,20,5,8,True
0.9016504077375215,1.8773640980788215,1.7012600279294563,3.7091656822580394,10,20,5,8,False
0.8929190361051225,1.9190804782738153,1.7096148177253778,3.756551051636675,10,20,5,10,True
0.8929190361051225,1.9190804782738153,1.7096148177253778,3.756551051636675,10,20,5,10,False
1.3075946271986885,1.981027349420629,2.311243612065541,3.699503806317916,10,20,10,2,True
1.3075946271986885,1.981027349420629,2.311243612065541,3.699503806317916,10,20,10,2,False
1.1402382458963563,1.8642331821530767,2.0642888973682374,3.662856727366393,10,20,10,4,True
1.1402382458963563,1.8642331821530767,2.0642888973682374,3.662856727366393,10,20,10,4,False
1.1003114957021511,1.8913998866175559,2.024869549328187,3.667868368101025,10,20,10,6,True
1.1003114957021511,1.8913998866175559,2.024869549328187,3.667868368101025,10,20,10,6,False
1.0846907472157497,1.8901044299810312,2.01789836333768,3.673137343159252,10,20,10,8,True
1.0846907472157497,1.8901044299810312,2.01789836333768,3.673137343159252,10,20,10,8,False
1.079084914275787,1.905680358784928,2.0284177227992806,3.779718188972286,10,20,10,10,True
1.079084914275787,1.905680358784928,2.0284177227992806,3.779718188972286,10,20,10,10,False
1.5400601816218114,2.0231230973413665,2.6959915242616517,3.7278561102888865,10,20,20,2,True
1.5400601816218114,2.0231230973413665,2.6959915242616517,3.7278561102888865,10,20,20,2,False
1.3742142175441066,1.928819480683078,2.462497635573044,3.727451383853569,10,20,20,4,True
1.3742142175441066,1.928819480683078,2.462497635573044,3.727451383853569,10,20,20,4,False
1.332764751110532,1.909167971426168,2.4015267241211173,3.7060381758970036,10,20,20,6,True
1.332764751110532,1.909167971426168,2.4015267241211173,3.7060381758970036,10,20,20,6,False
1.3107864355936973,1.9391181859954232,2.3722468289053196,3.7915533001220307,10,20,20,8,True
1.3107864355936973,1.9391181859954232,2.3722468289053196,3.7915533001220307,10,20,20,8,False
1.2987674657747357,1.9409418259564486,2.344292575971209,3.78296259651495,10,20,20,10,True
1.2987674657747357,1.9409418259564486,2.344292575971209,3.78296259651495,10,20,20,10,False
0.8136459794815418,1.9419729333025602,1.5105585805547608,3.6412831431492894,10,25,2,2,True
0.8136459794815418,1.9419729333025602,1.5105585805547608,3.6412831431492894,10,25,2,2,False
0.7636041188598078,1.880008523240358,1.4390745050422404,3.685070911901687,10,25,2,4,True
0.7636041188598078,1.880008523240358,1.4390745050422404,3.685070911901687,10,25,2,4,False
0.7576392982038812,1.8553705788619705,1.456918333733385,3.6142038058195127,10,25,2,6,True
0.7576392982038812,1.8553705788619705,1.456918333733385,3.6142038058195127,10,25,2,6,False
0.7532704106489543,1.9151515199127287,1.4587806837496653,3.777782105815148,10,25,2,8,True
0.7532704106489543,1.9151515199127287,1.4587806837496653,3.777782105815148,10,25,2,8,False
0.7613706115031662,1.9184565380007739,1.4786529507543655,3.726495655669424,10,25,2,10,True
0.7613706115031662,1.9184565380007739,1.4786529507543655,3.726495655669424,10,25,2,10,False
1.020748721565399,1.955139507255381,1.8616874126082419,3.6273825130217285,10,25,5,2,True
1.020748721565399,1.955139507255381,1.8616874126082419,3.6273825130217285,10,25,5,2,False
0.8989530042403238,1.8593938655759294,1.6788482305497379,3.6324569311764834,10,25,5,4,True
0.8989530042403238,1.8593938655759294,1.6788482305497379,3.6324569311764834,10,25,5,4,False
0.8893155581691589,1.882989440019942,1.7031078618537165,3.6799796684667743,10,25,5,6,True
0.8893155581691589,1.882989440019942,1.7031078618537165,3.6799796684667743,10,25,5,6,False
0.8676587938027265,1.886228694631832,1.6616839206325138,3.6932688897391643,10,25,5,8,True
0.8676587938027265,1.886228694631832,1.6616839206325138,3.6932688897391643,10,25,5,8,False
0.8661183601488244,1.9018356651835449,1.6806784511177595,3.70269989118229,10,25,5,10,True
0.8661183601488244,1.9018356651835449,1.6806784511177595,3.70269989118229,10,25,5,10,False
1.2866905900378025,1.995837571140944,2.2715042805996726,3.7116954994651166,10,25,10,2,True
1.2866905900378025,1.995837571140944,2.2715042805996726,3.7116954994651166,10,25,10,2,False
1.1237933916643463,1.8840332416813652,2.052402206628109,3.6881842426568374,10,25,10,4,True
1.1237933916643463,1.8840332416813652,2.052402206628109,3.6881842426568374,10,25,10,4,False
1.0898845861904531,1.8580556084310362,2.029692823707875,3.6723469967411666,10,25,10,6,True
1.0898845861904531,1.8580556084310362,2.029692823707875,3.6723469967411666,10,25,10,6,False
1.0730000678716791,1.8976711099700125,1.9990046117063054,3.660490746708756,10,25,10,8,True
1.0730000678716791,1.8976711099700125,1.9990046117063054,3.660490746708756,10,25,10,8,False
1.0562920257945831,1.9174339703268202,1.9859055258123497,3.7533228643395944,10,25,10,10,True
1.0562920257945831,1.9174339703268202,1.9859055258123497,3.7533228643395944,10,25,10,10,False
1.5129974350054511,2.0000514962046987,2.6777533538430442,3.712729637033034,10,25,20,2,True
1.5129974350054511,2.0000514962046987,2.6777533538430442,3.712729637033034,10,25,20,2,False
1.3766339721745597,1.9360318125721505,2.452683126371217,3.757715324695959,10,25,20,4,True
1.3766339721745597,1.9360318125721505,2.452683126371217,3.757715324695959,10,25,20,4,False
1.3227875622898633,1.9044767765990755,2.4013687430547868,3.7150137890428336,10,25,20,6,True
1.3227875622898633,1.9044767765990755,2.4013687430547868,3.7150137890428336,10,25,20,6,False
1.3091507078490856,1.911349876590758,2.379652111442533,3.7512574728661163,10,25,20,8,True
1.3091507078490856,1.911349876590758,2.379652111442533,3.7512574728661163,10,25,20,8,False
1.2999316622194206,1.9342826728720512,2.3551052600462143,3.732475231084623,10,25,20,10,True
1.2999316622194206,1.9342826728720512,2.3551052600462143,3.732475231084623,10,25,20,10,False
0.7884915088826576,1.9233004564429874,1.4825648306297967,3.6351862981463037,10,30,2,2,True
0.7884915088826576,1.9233004564429874,1.4825648306297967,3.6351862981463037,10,30,2,2,False
0.7529454128243995,1.8890406181099046,1.4421898609816044,3.6967373423506635,10,30,2,4,True
0.7529454128243995,1.8890406181099046,1.4421898609816044,3.6967373423506635,10,30,2,4,False
0.7437771311970635,1.8621365681155408,1.4578287265691028,3.6371951761982597,10,30,2,6,True
0.7437771311970635,1.8621365681155408,1.4578287265691028,3.6371951761982597,10,30,2,6,False
0.7461147303254889,1.8985275268732358,1.4434783907226791,3.715891663270966,10,30,2,8,True
0.7461147303254889,1.8985275268732358,1.4434783907226791,3.715891663270966,10,30,2,8,False
0.757525454718748,1.8835302573865147,1.4739298314396447,3.727189849316986,10,30,2,10,True
0.757525454718748,1.8835302573865147,1.4739298314396447,3.727189849316986,10,30,2,10,False
1.0203448058669042,1.9525074539592262,1.8584712846163411,3.679862155270808,10,30,5,2,True
1.0203448058669042,1.9525074539592262,1.8584712846163411,3.679862155270808,10,30,5,2,False
0.9043102814678846,1.881814634614197,1.7045227945492238,3.6230450273699955,10,30,5,4,True
0.9043102814678846,1.881814634614197,1.7045227945492238,3.6230450273699955,10,30,5,4,False
0.8705028329604347,1.8431999086970228,1.6740984331011186,3.6069199370041716,10,30,5,6,True
0.8705028329604347,1.8431999086970228,1.6740984331011186,3.6069199370041716,10,30,5,6,False
0.8720028919567492,1.8927988156687978,1.6868541298414554,3.7091635106767855,10,30,5,8,True
0.8720028919567492,1.8927988156687978,1.6868541298414554,3.7091635106767855,10,30,5,8,False
0.8619489811765777,1.8972319471062475,1.6861891173489643,3.7535926734567857,10,30,5,10,True
0.8619489811765777,1.8972319471062475,1.6861891173489643,3.7535926734567857,10,30,5,10,False
1.2874314422095392,1.9964434604153165,2.2770087798393956,3.721183378484065,10,30,10,2,True
1.2874314422095392,1.9964434604153165,2.2770087798393956,3.721183378484065,10,30,10,2,False
1.1188426715674584,1.8849117984459498,2.0416227184873157,3.644328346197872,10,30,10,4,True
1.1188426715674584,1.8849117984459498,2.0416227184873157,3.644328346197872,10,30,10,4,False
1.0864400108141044,1.8755339644376252,2.0269412862385794,3.697762014317634,10,30,10,6,True
1.0864400108141044,1.8755339644376252,2.0269412862385794,3.697762014317634,10,30,10,6,False
1.0656189119913595,1.9013803587080214,1.9993767446467163,3.7081091185537756,10,30,10,8,True
1.0656189119913595,1.9013803587080214,1.9993767446467163,3.7081091185537756,10,30,10,8,False
1.0560743217858544,1.9027630634976191,1.9795023880696427,3.737239529149839,10,30,10,10,True
1.0560743217858544,1.9027630634976191,1.9795023880696427,3.737239529149839,10,30,10,10,False
1.4971697798019312,2.0162476302023835,2.657549727273625,3.7448331196682645,10,30,20,2,True
1.4971697798019312,2.0162476302023835,2.657549727273625,3.7448331196682645,10,30,20,2,False
1.3825642423227753,1.9112040151125511,2.475485385359453,3.705137105065846,10,30,20,4,True
1.3825642423227753,1.9112040151125511,2.475485385359453,3.705137105065846,10,30,20,4,False
1.326832356904095,1.9124618998446636,2.400480805565702,3.7354528725888874,10,30,20,6,True
1.326832356904095,1.9124618998446636,2.400480805565702,3.7354528725888874,10,30,20,6,False
1.3047404756578709,1.911543634089921,2.371019812716994,3.727194513694077,10,30,20,8,True
1.3047404756578709,1.911543634089921,2.371019812716994,3.727194513694077,10,30,20,8,False
1.3009404173958357,1.9299173058168526,2.3560725801828304,3.7564647489482814,10,30,20,10,True
1.3009404173958357,1.9299173058168526,2.3560725801828304,3.7564647489482814,10,30,20,10,False
3.308026528449456,3.361969285125796,5.1224281276497035,5.25112581407888,50,5,2,2,True
3.308026528449456,3.361969285125796,5.1224281276497035,5.25112581407888,50,5,2,2,False
2.544805860653151,2.636268907466798,4.150588684889993,4.467810752170077,50,5,2,4,True
2.544805860653151,2.636268907466798,4.150588684889993,4.467810752170077,50,5,2,4,False
2.3597106188750536,2.4369034442895576,3.941750197411476,4.280107708383752,50,5,2,6,True
2.3597106188750536,2.4369034442895576,3.941750197411476,4.280107708383752,50,5,2,6,False
2.3208350656833026,2.4102600225629724,3.8777065819492647,4.246100591118907,50,5,2,8,True
2.3208350656833026,2.4102600225629724,3.8777065819492647,4.246100591118907,50,5,2,8,False
2.313298411520774,2.421861501736637,3.8608111289948885,4.26166517885285,50,5,2,10,True
2.313298411520774,2.421861501736637,3.8608111289948885,4.26166517885285,50,5,2,10,False
3.321332633281995,3.382640959609228,5.140142241683169,5.273222891915948,50,5,5,2,True
3.321332633281995,3.382640959609228,5.140142241683169,5.273222891915948,50,5,5,2,False
2.544805860653151,2.636268907466798,4.150588684889993,4.467810752170077,50,5,5,4,True
2.544805860653151,2.636268907466798,4.150588684889993,4.467810752170077,50,5,5,4,False
2.3587615511458595,2.4370472786820327,3.9408734693942473,4.2812372602889335,50,5,5,6,True
2.3587615511458595,2.4370472786820327,3.9408734693942473,4.2812372602889335,50,5,5,6,False
2.3208350656833026,2.4102600225629724,3.8777065819492647,4.246100591118907,50,5,5,8,True
2.3208350656833026,2.4102600225629724,3.8777065819492647,4.246100591118907,50,5,5,8,False
2.313298411520774,2.421861501736637,3.8608111289948885,4.26166517885285,50,5,5,10,True
2.313298411520774,2.421861501736637,3.8608111289948885,4.26166517885285,50,5,5,10,False
3.3146301549447825,3.375069801380529,5.134420399559866,5.266518885317623,50,5,10,2,True
3.3146301549447825,3.375069801380529,5.134420399559866,5.266518885317623,50,5,10,2,False
2.5447656692669547,2.634528427271519,4.151053060500054,4.465085050561409,50,5,10,4,True
2.5447656692669547,2.634528427271519,4.151053060500054,4.465085050561409,50,5,10,4,False
2.3585765352576287,2.4366929367702133,3.940728477448152,4.28065141157284,50,5,10,6,True
2.3585765352576287,2.4366929367702133,3.940728477448152,4.28065141157284,50,5,10,6,False
2.3198121475900955,2.4093049903230277,3.8776789393282844,4.2457371993455455,50,5,10,8,True
2.3198121475900955,2.4093049903230277,3.8776789393282844,4.2457371993455455,50,5,10,8,False
2.313298411520774,2.421861501736637,3.8608111289948885,4.26166517885285,50,5,10,10,True
2.313298411520774,2.421861501736637,3.8608111289948885,4.26166517885285,50,5,10,10,False
3.281701603052928,3.3438642424490905,5.0995436551946955,5.237286710179145,50,5,20,2,True
3.281701603052928,3.3438642424490905,5.0995436551946955,5.237286710179145,50,5,20,2,False
2.5349773385631966,2.6267879658344717,4.142130244473224,4.4584210092049785,50,5,20,4,True
2.5349773385631966,2.6267879658344717,4.142130244473224,4.4584210092049785,50,5,20,4,False
2.3576529607121133,2.4351173354947413,3.939717581574176,4.2765730100326405,50,5,20,6,True
2.3576529607121133,2.4351173354947413,3.939717581574176,4.2765730100326405,50,5,20,6,False
2.320083550755265,2.4097234540251877,3.8777896951145103,4.245851341883993,50,5,20,8,True
2.320083550755265,2.4097234540251877,3.8777896951145103,4.245851341883993,50,5,20,8,False
2.312154314431916,2.4218409603369886,3.8614321141196117,4.263391574939272,50,5,20,10,True
2.312154314431916,2.4218409603369886,3.8614321141196117,4.263391574939272,50,5,20,10,False
1.8902256388106244,2.1459476710258465,3.2111697714975795,3.840239549719446,50,10,2,2,True
1.8902256388106244,2.1459476710258465,3.2111697714975795,3.840239549719446,50,10,2,2,False
1.64370297054631,1.9579939024795308,2.8236379097273145,3.7125269255084987,50,10,2,4,True
1.64370297054631,1.9579939024795308,2.8236379097273145,3.7125269255084987,50,10,2,4,False
1.5912843897481186,1.937562539264491,2.7108134431291977,3.717213173601897,50,10,2,6,True
1.5912843897481186,1.937562539264491,2.7108134431291977,3.717213173601897,50,10,2,6,False
1.5720605864434645,1.9522808740385564,2.6510025699250184,3.7524258266001547,50,10,2,8,True
1.5720605864434645,1.9522808740385564,2.6510025699250184,3.7524258266001547,50,10,2,8,False
1.5796448252438575,1.9651461102670529,2.650598728941583,3.7815680584859788,50,10,2,10,True
1.5796448252438575,1.9651461102670529,2.650598728941583,3.7815680584859788,50,10,2,10,False
1.9145475847212228,2.1531960770788623,3.2412416777514896,3.843946665765764,50,10,5,2,True
1.9145475847212228,2.1531960770788623,3.2412416777514896,3.843946665765764,50,10,5,2,False
1.6575478684379688,1.9634341886441629,2.8723384397568195,3.721287730792481,50,10,5,4,True
1.6575478684379688,1.9634341886441629,2.8723384397568195,3.721287730792481,50,10,5,4,False
1.5984682318111683,1.9434759627558273,2.741885808982418,3.7363646330113385,50,10,5,6,True
1.5984682318111683,1.9434759627558273,2.741885808982418,3.7363646330113385,50,10,5,6,False
1.5857050608164798,1.9507726565409222,2.7048890864155624,3.7667248805531015,50,10,5,8,True
1.5857050608164798,1.9507726565409222,2.7048890864155624,3.7667248805531015,50,10,5,8,False
1.5907788929052862,1.9615064647940057,2.700706402852635,3.782879854833231,50,10,5,10,True
1.5907788929052862,1.9615064647940057,2.700706402852635,3.782879854833231,50,10,5,10,False
1.908396932160247,2.139265910615665,3.261302513162358,3.8406622753192843,50,10,10,2,True
1.908396932160247,2.139265910615665,3.261302513162358,3.8406622753192843,50,10,10,2,False
1.676030934501969,1.9691789907197463,2.9137537308226102,3.7280864270105742,50,10,10,4,True
1.676030934501969,1.9691789907197463,2.9137537308226102,3.7280864270105742,50,10,10,4,False
1.6327307322333366,1.954134799648405,2.8174314985171742,3.7296297470177553,50,10,10,6,True
1.6327307322333366,1.954134799648405,2.8174314985171742,3.7296297470177553,50,10,10,6,False
1.6158925593125868,1.959569730027967,2.769389357003608,3.761876723412774,50,10,10,8,True
1.6158925593125868,1.959569730027967,2.769389357003608,3.761876723412774,50,10,10,8,False
1.6104905771817568,1.9751553746215058,2.7428463915632606,3.79079890309011,50,10,10,10,True
