train_mae,valid_mae,train_rmse,valid_rmse,n_estimators,max_depth,min_samples,max_features
1.039007910083445,1.571290414582289,1.7856957730964633,2.791399034660288,200,15,10,4
1.0328383150641463,1.5949831978641653,1.7648822009737255,2.835682577491752,200,15,10,6
0.6311385285730324,1.5215054195696966,1.096552479929592,2.694531113071342,200,20,2,2
0.6262310604478379,1.5489643808843447,1.0901694963677588,2.758396176654565,200,20,2,4
0.6378394856586523,1.5726869054085928,1.1039518996873683,2.8078547301159116,200,20,2,6
0.782891716806829,1.539490959425931,1.4054681445554968,2.7262970380530294,200,20,5,2
0.7371285176043788,1.5468395307419058,1.3328687094754994,2.766395281603379,200,20,5,4
0.7316286161781901,1.573496650187434,1.3223494940168063,2.8080847851882806,200,20,5,6
0.9847727149227412,1.558716566199491,1.757600690777779,2.750962792743582,200,20,10,2
0.9246480890855924,1.5614963300018336,1.6614721393150373,2.782166356195239,200,20,10,4
0.9085258652238878,1.582076671687595,1.6362503033267226,2.8265235487024776,200,20,10,6
2.2261000811482003,2.2509551447512797,3.663859012786428,3.6694039596378905,300,5,2,2
2.0204190672964883,2.0478653252147714,3.345695855792689,3.401973079099161,300,5,2,4
2.0174364389253996,2.0578370932400403,3.341242203501474,3.41494036942382,300,5,2,6
2.2281461508653204,2.253213420724451,3.6679414726932547,3.6752223441317833,300,5,5,2
2.0204190672964883,2.0478653252147714,3.345695855792689,3.401973079099161,300,5,5,4
2.0174364389253996,2.0578370932400403,3.341242203501474,3.41494036942382,300,5,5,6
2.2260621856204668,2.2505435852932267,3.6653053216594516,3.673394743620584,300,5,10,2
2.0204441574843868,2.047643124999755,3.3457015080945585,3.4023678430556195,300,5,10,4
2.0174364389253996,2.0578370932400403,3.341242203501474,3.41494036942382,300,5,10,6
1.452271706887753,1.6754830671576852,2.4664385615209654,2.8909600934473287,300,10,2,2
1.3788888670705057,1.6454388178876307,2.304017393180993,2.879840617576992,300,10,2,4
1.374811195304191,1.6621542919991041,2.2756432328046263,2.9181653384842656,300,10,2,6
1.4594415981312772,1.67385566204561,2.4890314482854334,2.889907484788842,300,10,5,2
1.3873503529293718,1.649716569584374,2.3317543144875805,2.8891620640368125,300,10,5,4
1.385822428522907,1.6633769933300582,2.30717423311721,2.9184971503548236,300,10,5,6
1.483441712002001,1.6806431761013478,2.5397086348454874,2.906162749518251,300,10,10,2
1.4143612984093328,1.6543080541982784,2.3911251742932924,2.902544324579377,300,10,10,4
1.408982402711318,1.6674315914783528,2.363916207976773,2.931083137680106,300,10,10,6
0.8926397173701236,1.544474773613413,1.4813539012847945,2.7158126715988264,300,15,2,2
0.8501785706924267,1.553144600196374,1.3716716921315735,2.7580683134315778,300,15,2,4
0.8573748244155739,1.5755403778882469,1.369758248794808,2.8053037025122474,300,15,2,6
0.9771283535045437,1.5562755655259435,1.6666346191293746,2.740109022454691,300,15,5,2
0.9147039491772857,1.5567277006103857,1.5392868589071984,2.769756661545965,300,15,5,4
0.9140697654304389,1.5767713015112848,1.5238179653999375,2.8159630444446004,300,15,5,6
1.1022783887650442,1.571438164709071,1.9081409922159844,2.771260951522881,300,15,10,2
1.0369119651680667,1.573357961981897,1.7805002827050305,2.7973818703790845,300,15,10,4
1.0327117189118602,1.5949720781212706,1.7643814536440325,2.8364158824478007,300,15,10,6
0.6279065755940607,1.5190894666943175,1.0889723838588377,2.6892336441665483,300,20,2,2
0.6248671758233287,1.5453471799135523,1.0854407294667685,2.751545486187911,300,20,2,4
0.635588741324429,1.5687094358485492,1.0993198538158997,2.800462443261751,300,20,2,6
0.7796985430294469,1.5376725809879344,1.3999439052681288,2.7205255337312186,300,20,5,2
0.7352030452808743,1.5456982715545458,1.3292324894342216,2.7631643245193063,300,20,5,4
0.7300049073814288,1.572241497578959,1.3186628320636724,2.810418266672548,300,20,5,6
0.9826764887539371,1.5551032272419794,1.7533559190411583,2.749228531710391,300,20,10,2
0.9226971688247454,1.5616915906083328,1.6591048053508264,2.7879006646228204,300,20,10,4
0.907374736511802,1.581400997697476,1.632367612377089,2.8284951577167576,300,20,10,6
2.206149327028785,2.226595499699454,3.630489538088175,3.6392877322140555,500,5,2,2
2.0172528047958296,2.0425498298660534,3.339908274547996,3.3915064986739627,500,5,2,4
2.0144307645606143,2.054399028776058,3.3361248290614807,3.4112247229611774,500,5,2,6
2.2077037218769147,2.2280965018417658,3.6333523848457188,3.643275457885461,500,5,5,2
2.0172528047958296,2.0425498298660534,3.339908274547996,3.3915064986739627,500,5,5,4
2.0144307645606143,2.054399028776058,3.3361248290614807,3.4112247229611774,500,5,5,6
2.2070800521295513,2.227264616080936,3.6334208679947144,3.6433032821589695,500,5,10,2
2.0172422361987525,2.042432484992211,3.3398851761159998,3.3916946237201233,500,5,10,4
2.0144307645606143,2.054399028776058,3.3361248290614807,3.4112247229611774,500,5,10,6
1.4478891901054007,1.6726941721209418,2.458658369717836,2.886699978191769,500,10,2,2
1.3780389617145639,1.6456758544694734,2.302600334399034,2.8790843141153557,500,10,2,4
1.3747316239614167,1.6618374312167625,2.275311286979371,2.915846064319081,500,10,2,6
1.4565975478738642,1.6719720059636736,2.4829156562343164,2.8902845045779806,500,10,5,2
1.386490035984278,1.6492380317868127,2.3301196473174364,2.8861305695309385,500,10,5,4
1.3852010874089986,1.6627350671182866,2.3062846739770966,2.918369354047088,500,10,5,6
1.4789965837255414,1.677671574644511,2.5301120297956303,2.9017348502113567,500,10,10,2
1.4129128695151922,1.6535563294794609,2.389060216852411,2.898824932861917,500,10,10,4
1.4079184903988236,1.6661809270278387,2.362062064943956,2.927743377578182,500,10,10,6
0.889819254928284,1.5415522546799072,1.4729982464450342,2.711159899415475,500,15,2,2
0.8490166162908123,1.5485111409291277,1.3689113314460204,2.7500668771845778,500,15,2,4
0.8559150801948217,1.5750761543369358,1.3657054471817105,2.800976237237223,500,15,2,6
0.973664900156007,1.553671385675489,1.6602625663415,2.738504611153534,500,15,5,2
0.9133695271981446,1.5557668661233746,1.535801380720331,2.7672936548513665,500,15,5,4
0.9135644427714119,1.5756289480307586,1.5200886524138022,2.8150086309626676,500,15,5,6
1.0989668920062179,1.5684327113367138,1.9008585730388075,2.7669679954749817,500,15,10,2
1.037684020057801,1.5719172388852092,1.7810652623479344,2.792393179569235,500,15,10,4
1.0303325341314986,1.592758988018287,1.7586806588473054,2.832547423627314,500,15,10,6
0.6255122362309303,1.5177186104300437,1.0820537812006348,2.6919884013683806,500,20,2,2
0.6227176601706585,1.542545945800878,1.0783383074196922,2.7497686665793433,500,20,2,4
0.6332722266191333,1.5645236913552267,1.0926406755937985,2.7945110491902714,500,20,2,6
0.7774061262216264,1.532227649736053,1.3939618737053387,2.7152793023643764,500,20,5,2
0.7331648751317233,1.5435058981619842,1.323895464239166,2.7553435842872713,500,20,5,4
0.7280630679717419,1.5690153144273262,1.3129315762487739,2.804673117015612,500,20,5,6
0.9802239766645228,1.5530742928904562,1.7478330104872695,2.7495277724102385,500,20,10,2
0.9210809193673938,1.5590435335737387,1.6530478145038976,2.782005859054936,500,20,10,4
0.9055592652558732,1.5821232588607264,1.6273356630327225,2.827403028752827,500,20,10,6
